chrA	posA	chrB	posB	contactCount	p.value	q.value	interactionID	interactionID_final
2	104515000	9	115055000	5	3.328956e-16	4.260461e-09	interaction_692177	interaction_2524
2	104845000	4	101485000	6	1.664824e-19	1.175297e-11	interaction_692325	interaction_2525
2	105185000	5	164695000	6	4.532005e-18	1.767523e-10	interaction_692494	interaction_2526
2	105195000	7	120755000	5	8.823442e-18	2.979872e-10	interaction_692503	interaction_2527
2	105595000	5	44635000	5	7.864645e-16	7.723751e-09	interaction_692616	interaction_2528
2	106415000	4	164485000	5	9.670142e-16	8.921078e-09	interaction_692883	interaction_2529
2	106595000	6	81105000	5	7.233614e-17	1.460635e-09	interaction_692981	interaction_2530
2	107205000	5	176725000	5	2.677654e-16	3.641221e-09	interaction_693161	interaction_2531
2	107575000	3	161445000	5	4.198719e-16	5.004061e-09	interaction_693320	interaction_2532
7	151955000	21	11045000	31	6.353045e-114	4.881159e-104	interaction_694651	interaction_2533
7	151965000	21	11055000	12	4.230545e-41	6.724973e-32	interaction_694681	interaction_2534
7	151975000	21	11065000	6	1.975339e-19	1.359124e-11	interaction_694709	interaction_2535
7	151985000	21	11065000	34	5.418467e-129	6.244659e-119	interaction_694710	interaction_2536
7	151985000	21	11075000	18	4.510167e-64	1.299466e-54	interaction_694723	interaction_2537
9	68425000	21	11075000	7	6.449063e-23	1.193959e-14	interaction_694725	interaction_2538
7	152075000	21	11085000	7	6.449063e-23	1.193959e-14	interaction_694746	interaction_2539
7	152085000	21	11085000	18	4.510167e-64	1.299466e-54	interaction_694747	interaction_2540
7	152095000	21	11085000	5	1.101689e-15	9.79648e-09	interaction_694748	interaction_2541
7	152115000	21	11085000	6	3.873363e-18	1.563559e-10	interaction_694750	interaction_2542
7	152095000	21	11095000	5	1.101689e-15	9.79648e-09	interaction_694756	interaction_2543
2	111985000	6	125975000	5	1.017056e-15	9.247602e-09	interaction_695088	interaction_2544
2	112505000	4	55845000	5	7.54315e-16	7.502315e-09	interaction_695170	interaction_2545
2	112895000	3	36545000	5	1.81487e-16	2.774886e-09	interaction_695275	interaction_2546
2	1135000	4	189645000	5	3.080965e-16	4.02089e-09	interaction_695313	interaction_2547
2	114045000	8	111115000	5	9.182447e-16	8.605455e-09	interaction_695720	interaction_2548
4	48865000	21	15505000	5	7.379711e-16	7.398823e-09	interaction_696375	interaction_2549
2	115625000	4	118545000	5	1.364247e-16	2.276992e-09	interaction_696490	interaction_2550
2	115715000	3	15525000	6	1.107677e-19	8.196293e-12	interaction_696574	interaction_2551
5	5155000	21	17075000	5	5.154056e-16	5.748784e-09	interaction_697945	interaction_2552
2	117605000	5	43725000	5	5.017331e-17	1.119527e-09	interaction_698492	interaction_2553
6	109855000	21	17815000	5	1.391585e-16	2.301589e-09	interaction_698694	interaction_2554
8	39085000	21	17875000	5	2.074461e-16	3.055295e-09	interaction_698735	interaction_2555
2	117905000	8	129575000	5	6.729013e-16	6.936694e-09	interaction_698757	interaction_2556
2	118265000	3	191905000	6	3.313503e-17	8.226753e-10	interaction_699089	interaction_2557
2	118445000	8	10355000	5	2.070522e-16	3.050469e-09	interaction_699292	interaction_2558
5	13865000	21	18575000	6	2.613697e-17	6.944613e-10	interaction_699409	interaction_2559
2	11925000	9	138425000	5	2.771313e-16	3.742091e-09	interaction_699949	interaction_2560
3	124475000	21	19405000	5	4.786388e-16	5.475138e-09	interaction_700095	interaction_2561
7	142225000	21	19665000	5	9.492716e-17	1.762406e-09	interaction_700335	interaction_2562
9	27245000	21	19965000	5	4.396078e-16	5.160559e-09	interaction_700557	interaction_2563
5	111415000	21	20145000	5	9.079159e-16	8.54165e-09	interaction_700677	interaction_2564
5	88825000	21	20935000	6	8.152128e-18	2.806614e-10	interaction_701356	interaction_2565
3	105775000	21	21055000	6	1.445609e-17	4.41918e-10	interaction_701489	interaction_2566
5	4025000	21	21285000	6	4.229456e-17	9.862519e-10	interaction_701659	interaction_2567
2	12145000	22	17395000	5	3.654079e-17	8.878497e-10	interaction_701740	interaction_2568
2	122315000	5	99965000	5	4.218376e-16	5.019702e-09	interaction_702433	interaction_2569
6	89835000	21	22325000	5	9.43987e-16	8.775803e-09	interaction_702454	interaction_2570
2	122785000	8	75185000	5	4.426338e-16	5.182883e-09	interaction_702850	interaction_2571
2	123275000	8	130465000	5	5.944887e-16	6.342331e-09	interaction_703373	interaction_2572
2	123645000	5	127585000	5	1.380746e-16	2.291257e-09	interaction_703751	interaction_2573
2	125025000	20	51435000	6	5.142691e-17	1.140873e-09	interaction_705097	interaction_2574
2	125465000	3	87745000	5	7.349801e-16	7.380276e-09	interaction_705495	interaction_2575
4	57975000	21	25505000	5	3.847305e-17	9.203801e-10	interaction_705534	interaction_2576
2	12555000	5	44065000	5	1.611869e-16	2.542103e-09	interaction_705547	interaction_2577
2	126625000	21	36505000	5	9.602251e-16	8.879738e-09	interaction_706570	interaction_2578
2	127505000	6	75235000	5	1.078194e-15	9.653579e-09	interaction_707374	interaction_2579
5	30785000	21	28035000	5	9.483048e-16	8.801284e-09	interaction_707787	interaction_2580
2	128255000	3	41765000	5	2.203852e-16	3.188667e-09	interaction_707953	interaction_2581
2	128765000	8	8225000	5	1.063753e-16	1.917047e-09	interaction_708311	interaction_2582
4	61585000	21	28855000	5	1.545195e-16	2.466586e-09	interaction_708387	interaction_2583
6	73365000	21	29105000	5	3.980893e-16	4.82532e-09	interaction_708613	interaction_2584
3	162295000	21	29255000	5	6.196484e-17	1.310331e-09	interaction_708729	interaction_2585
4	24665000	21	29455000	8	1.475931e-24	3.677788e-16	interaction_708835	interaction_2586
2	129635000	9	125685000	5	1.046372e-15	9.447202e-09	interaction_708985	interaction_2587
2	129965000	6	143845000	5	1.090047e-16	1.946172e-09	interaction_709275	interaction_2588
9	26735000	21	30235000	5	2.5718e-16	3.544323e-09	interaction_709534	interaction_2589
7	54845000	21	30585000	6	2.320181e-19	1.514989e-11	interaction_709812	interaction_2590
3	72345000	21	31895000	6	4.351746e-18	1.70588e-10	interaction_710801	interaction_2591
4	190195000	21	32265000	7	2.681227e-23	5.445026e-15	interaction_711048	interaction_2592
6	49915000	21	32755000	6	7.24292e-18	2.5566e-10	interaction_711347	interaction_2593
2	133055000	3	96215000	6	5.880475e-18	2.165212e-10	interaction_711496	interaction_2594
2	134445000	5	41795000	6	1.520532e-16	2.439135e-09	interaction_712779	interaction_2595
2	134725000	8	91515000	5	1.073884e-17	3.461893e-10	interaction_712978	interaction_2596
2	135015000	6	75655000	5	9.490937e-16	8.806638e-09	interaction_713174	interaction_2597
2	135135000	6	136145000	5	3.97966e-16	4.82532e-09	interaction_713316	interaction_2598
2	135365000	6	155255000	5	5.694964e-16	6.152627e-09	interaction_713499	interaction_2599
8	119125000	21	35425000	6	1.596809e-18	7.620232e-11	interaction_713533	interaction_2600
9	72585000	21	35695000	5	5.282858e-16	5.832057e-09	interaction_713744	interaction_2601
6	53745000	21	35925000	5	1.376985e-16	2.285942e-09	interaction_713904	interaction_2602
3	126965000	21	36235000	5	6.878267e-17	1.412391e-09	interaction_714112	interaction_2603
3	42985000	21	36395000	5	2.937577e-16	3.891367e-09	interaction_714247	interaction_2604
2	137125000	6	39345000	7	1.968077e-24	4.700857e-16	interaction_714875	interaction_2605
2	137155000	9	38455000	5	2.876164e-16	3.836208e-09	interaction_714896	interaction_2606
2	137525000	6	54395000	5	3.376074e-16	4.298092e-09	interaction_715185	interaction_2607
3	196885000	21	37775000	5	7.026437e-17	1.432597e-09	interaction_715384	interaction_2608
2	137965000	7	88125000	5	3.807968e-16	4.662728e-09	interaction_715545	interaction_2609
7	98695000	21	38855000	5	3.780781e-17	9.082363e-10	interaction_716312	interaction_2610
4	117085000	21	38895000	5	8.754791e-17	1.667718e-09	interaction_716342	interaction_2611
2	139095000	21	38275000	5	1.33555e-16	2.241268e-09	interaction_716500	interaction_2612
4	125515000	21	39205000	5	6.188487e-16	6.528228e-09	interaction_716597	interaction_2613
4	127745000	21	39945000	5	3.803491e-17	9.122656e-10	interaction_717283	interaction_2614
2	140015000	3	61245000	5	6.375026e-16	6.660837e-09	interaction_717352	interaction_2615
8	50165000	21	40045000	5	3.033092e-16	3.978616e-09	interaction_717380	interaction_2616
9	76855000	21	41575000	6	5.780167e-21	6.530892e-13	interaction_718736	interaction_2617
5	105635000	21	41605000	5	9.867225e-16	9.052139e-09	interaction_718761	interaction_2618
2	14165000	21	38565000	5	1.119748e-16	1.983834e-09	interaction_718767	interaction_2619
2	142255000	8	62615000	5	4.346717e-17	1.005922e-09	interaction_719364	interaction_2620
4	69355000	21	42425000	5	2.853278e-16	3.81749e-09	interaction_719490	interaction_2621
2	144345000	6	94155000	5	1.026812e-15	9.319765e-09	interaction_720952	interaction_2622
2	145715000	6	62035000	5	1.054536e-15	9.494755e-09	interaction_721892	interaction_2623
2	14685000	5	154905000	5	1.070347e-16	1.924415e-09	interaction_722636	interaction_2624
2	146915000	3	44195000	5	9.985715e-17	1.829827e-09	interaction_722701	interaction_2625
3	117445000	21	46955000	5	3.472332e-16	4.373533e-09	interaction_722732	interaction_2626
3	171075000	21	47065000	5	5.133157e-16	5.733798e-09	interaction_722815	interaction_2627
2	147555000	20	42085000	5	2.045549e-16	3.020433e-09	interaction_723223	interaction_2628
2	150855000	5	99365000	5	2.854397e-16	3.81749e-09	interaction_724983	interaction_2629
2	151035000	6	86815000	5	9.435402e-16	8.77559e-09	interaction_725084	interaction_2630
2	152045000	3	102085000	5	8.953463e-17	1.695754e-09	interaction_725590	interaction_2631
2	152835000	3	90105000	6	1.123171e-17	3.595332e-10	interaction_725951	interaction_2632
2	153715000	5	138465000	5	4.65788e-16	5.365417e-09	interaction_726309	interaction_2633
2	15395000	6	5405000	5	1.395707e-17	4.292249e-10	interaction_726387	interaction_2634
2	154505000	8	96705000	6	4.011857e-17	9.489835e-10	interaction_726698	interaction_2635
2	154745000	4	70305000	5	6.595595e-17	1.369599e-09	interaction_726807	interaction_2636
2	155235000	3	63125000	5	1.374258e-16	2.283779e-09	interaction_727033	interaction_2637
2	156075000	20	40895000	5	4.396869e-16	5.160559e-09	interaction_727390	interaction_2638
2	156115000	8	82365000	5	6.286393e-16	6.601297e-09	interaction_727409	interaction_2639
2	156475000	4	127045000	5	7.13562e-16	7.218252e-09	interaction_727548	interaction_2640
2	157285000	6	65865000	6	5.147139e-16	5.745118e-09	interaction_727922	interaction_2641
2	157355000	7	83925000	5	3.211663e-16	4.151843e-09	interaction_727950	interaction_2642
2	157635000	3	178125000	5	5.812811e-16	6.252106e-09	interaction_728056	interaction_2643
2	158535000	5	79695000	5	3.570052e-17	8.707731e-10	interaction_728476	interaction_2644
2	159425000	3	185145000	5	1.751387e-16	2.703862e-09	interaction_728836	interaction_2645
2	159865000	3	65785000	5	1.398314e-16	2.307122e-09	interaction_729006	interaction_2646
2	160315000	6	30155000	5	1.009913e-15	9.207912e-09	interaction_729203	interaction_2647
2	160415000	3	132815000	5	2.978173e-16	3.932713e-09	interaction_729248	interaction_2648
2	161115000	9	11055000	5	2.285334e-16	3.262728e-09	interaction_729548	interaction_2649
2	161645000	22	39405000	6	9.505306e-17	1.764033e-09	interaction_729761	interaction_2650
2	162535000	6	93235000	7	2.822081e-21	3.525619e-13	interaction_730114	interaction_2651
2	163735000	9	26795000	5	1.581314e-17	4.725178e-10	interaction_730680	interaction_2652
2	165105000	6	66795000	6	2.870446e-17	7.442345e-10	interaction_731258	interaction_2653
2	165225000	9	120665000	6	2.435062e-19	1.576603e-11	interaction_731298	interaction_2654
2	169785000	3	17805000	5	2.216962e-16	3.199884e-09	interaction_733237	interaction_2655
2	170035000	3	88795000	6	2.098437e-19	1.41634e-11	interaction_733385	interaction_2656
2	171755000	4	110835000	5	3.057411e-16	4.000676e-09	interaction_734116	interaction_2657
2	171805000	20	50155000	5	3.665305e-16	4.538468e-09	interaction_734128	interaction_2658
2	171865000	9	132905000	5	6.130141e-16	6.482997e-09	interaction_734151	interaction_2659
2	172315000	5	103585000	5	6.317095e-16	6.617299e-09	interaction_734391	interaction_2660
2	172415000	5	111785000	9	1.217373e-27	4.796561e-19	interaction_734438	interaction_2661
2	173245000	7	79255000	5	5.937081e-16	6.336976e-09	interaction_734773	interaction_2662
2	17345000	21	27665000	5	1.083878e-16	1.937409e-09	interaction_734825	interaction_2663
2	174505000	7	138905000	5	1.081017e-15	9.668978e-09	interaction_735253	interaction_2664
2	174775000	7	94605000	5	1.05082e-15	9.472294e-09	interaction_735337	interaction_2665
2	174875000	6	23145000	5	9.286838e-16	8.687392e-09	interaction_735366	interaction_2666
2	175245000	7	99785000	5	3.869452e-16	4.721498e-09	interaction_735559	interaction_2667
2	175485000	5	157575000	5	6.61777e-16	6.850957e-09	interaction_735638	interaction_2668
2	17605000	6	1365000	5	3.501424e-16	4.401688e-09	interaction_735882	interaction_2669
2	176615000	22	17675000	5	4.05738e-17	9.57409e-10	interaction_736124	interaction_2670
2	176675000	5	109165000	5	9.054888e-16	8.525776e-09	interaction_736138	interaction_2671
2	177155000	4	70795000	5	6.927976e-16	7.075173e-09	interaction_736340	interaction_2672
2	179905000	8	102845000	5	5.508972e-16	6.01008e-09	interaction_737578	interaction_2673
2	180485000	4	132345000	5	7.110999e-16	7.200494e-09	interaction_737829	interaction_2674
2	182545000	3	161575000	5	7.299703e-16	7.342873e-09	interaction_738836	interaction_2675
2	183345000	6	123685000	5	1.073527e-15	9.621514e-09	interaction_739187	interaction_2676
2	183515000	21	19155000	5	3.414473e-16	4.330327e-09	interaction_739266	interaction_2677
2	184355000	3	13785000	6	5.047048e-19	2.911944e-11	interaction_739596	interaction_2678
2	184355000	7	86525000	6	2.447409e-17	6.582457e-10	interaction_739599	interaction_2679
2	184845000	4	18385000	5	1.035486e-15	9.381815e-09	interaction_739849	interaction_2680
2	186445000	6	148195000	5	9.147136e-16	8.581184e-09	interaction_740669	interaction_2681
2	187285000	4	143605000	6	2.141201e-16	3.127611e-09	interaction_741067	interaction_2682
2	187795000	8	90665000	5	5.490807e-17	1.198264e-09	interaction_741340	interaction_2683
2	188595000	5	147365000	6	4.853524e-18	1.875381e-10	interaction_741688	interaction_2684
2	189735000	9	71305000	5	7.322053e-16	7.355413e-09	interaction_742210	interaction_2685
2	189875000	6	129675000	6	1.425252e-18	6.908814e-11	interaction_742268	interaction_2686
2	190525000	20	39935000	5	1.088065e-15	9.705392e-09	interaction_742531	interaction_2687
2	190715000	6	137855000	5	7.434315e-16	7.422895e-09	interaction_742631	interaction_2688
2	191095000	9	113235000	6	2.101388e-20	2.022381e-12	interaction_742828	interaction_2689
2	19165000	9	84525000	5	3.364685e-16	4.290191e-09	interaction_743077	interaction_2690
2	192695000	6	76325000	5	2.007013e-17	5.641552e-10	interaction_743530	interaction_2691
2	194485000	4	45735000	5	3.360616e-17	8.288994e-10	interaction_744365	interaction_2692
2	194885000	6	159905000	6	5.838434e-18	2.151451e-10	interaction_744559	interaction_2693
2	19685000	5	77255000	5	1.850337e-16	2.817933e-09	interaction_745373	interaction_2694
2	1985000	9	102545000	5	6.178462e-17	1.30772e-09	interaction_745895	interaction_2695
2	200245000	8	121525000	5	6.209222e-16	6.542413e-09	interaction_746825	interaction_2696
2	200375000	3	23165000	5	1.042694e-17	3.389792e-10	interaction_746879	interaction_2697
2	200415000	8	82985000	5	6.295152e-17	1.324455e-09	interaction_746902	interaction_2698
2	200555000	9	18225000	5	4.826165e-16	5.498407e-09	interaction_746985	interaction_2699
2	200735000	3	2565000	5	7.632304e-17	1.515908e-09	interaction_747055	interaction_2700
2	202815000	5	133545000	5	8.181588e-16	7.940288e-09	interaction_747880	interaction_2701
2	202855000	4	54525000	5	1.74897e-16	2.701035e-09	interaction_747902	interaction_2702
2	203265000	4	124035000	5	2.013497e-16	2.985538e-09	interaction_748061	interaction_2703
2	203375000	7	151835000	6	9.466282e-18	3.146264e-10	interaction_748083	interaction_2704
2	20375000	5	91495000	5	1.225986e-16	2.110411e-09	interaction_748208	interaction_2705
2	205575000	7	144805000	5	3.717769e-17	8.977776e-10	interaction_749019	interaction_2706
2	205865000	21	26515000	5	6.777162e-16	6.968409e-09	interaction_749158	interaction_2707
2	207905000	6	69145000	6	7.483114e-18	2.619322e-10	interaction_750083	interaction_2708
2	207985000	8	116745000	6	3.226487e-18	1.354627e-10	interaction_750121	interaction_2709
2	208595000	7	54925000	6	1.539587e-20	1.518134e-12	interaction_750353	interaction_2710
2	208945000	4	175345000	5	6.247058e-16	6.571968e-09	interaction_750476	interaction_2711
2	209015000	4	99965000	5	3.472971e-16	4.373533e-09	interaction_750508	interaction_2712
2	209865000	3	142825000	6	1.177279e-20	1.211416e-12	interaction_750882	interaction_2713
2	209955000	9	25935000	5	6.241085e-16	6.567182e-09	interaction_750930	interaction_2714
2	211985000	6	103385000	5	1.387781e-16	2.298794e-09	interaction_751863	interaction_2715
2	2125000	6	139865000	5	8.208747e-17	1.594672e-09	interaction_751877	interaction_2716
2	212325000	8	133045000	6	2.435458e-16	3.420055e-09	interaction_752064	interaction_2717
2	212535000	4	165515000	5	4.92188e-16	5.576164e-09	interaction_752162	interaction_2718
2	212835000	4	184885000	6	8.542763e-19	4.537022e-11	interaction_752332	interaction_2719
2	213075000	5	43905000	5	2.241851e-16	3.219371e-09	interaction_752430	interaction_2720
2	215285000	22	41555000	5	1.396791e-16	2.305515e-09	interaction_753519	interaction_2721
2	215645000	5	176135000	5	7.238263e-17	1.460934e-09	interaction_753686	interaction_2722
2	21645000	3	81875000	5	1.010997e-15	9.214319e-09	interaction_753990	interaction_2723
2	216425000	7	112195000	5	1.109881e-15	9.83743e-09	interaction_753995	interaction_2724
2	216495000	5	72465000	5	2.97217e-16	3.929289e-09	interaction_754014	interaction_2725
2	216505000	5	95835000	6	1.383103e-20	1.383808e-12	interaction_754020	interaction_2726
2	21695000	6	129375000	5	1.842685e-16	2.809993e-09	interaction_754194	interaction_2727
2	217295000	9	117585000	5	9.742615e-16	8.969192e-09	interaction_754387	interaction_2728
2	217595000	20	805000	5	3.958156e-16	4.804891e-09	interaction_754557	interaction_2729
2	217985000	3	4465000	5	2.094907e-16	3.079505e-09	interaction_754770	interaction_2730
2	218715000	3	1225000	6	2.317688e-17	6.323485e-10	interaction_755173	interaction_2731
2	219825000	5	156845000	5	4.211545e-17	9.846206e-10	interaction_755740	interaction_2732
9	92045000	22	20045000	5	8.688257e-16	8.280353e-09	interaction_755855	interaction_2733
2	220535000	9	117635000	5	6.936643e-16	7.079319e-09	interaction_755980	interaction_2734
2	220645000	6	63625000	5	3.045862e-16	3.990094e-09	interaction_756013	interaction_2735
2	221115000	4	183065000	5	9.532886e-17	1.765815e-09	interaction_756322	interaction_2736
2	221385000	3	162705000	5	6.096553e-16	6.453398e-09	interaction_756469	interaction_2737
2	22165000	4	123465000	6	6.339777e-18	2.301243e-10	interaction_756593	interaction_2738
8	34025000	22	22205000	5	9.717252e-16	8.955545e-09	interaction_756910	interaction_2739
8	36335000	22	22935000	5	1.522787e-16	2.441707e-09	interaction_757487	interaction_2740
7	1925000	22	23775000	5	1.745403e-16	2.697333e-09	interaction_758007	interaction_2741
7	2405000	22	23775000	5	7.268009e-16	7.321865e-09	interaction_758011	interaction_2742
2	224165000	4	180245000	5	3.364166e-17	8.293314e-10	interaction_758208	interaction_2743
2	224875000	3	66125000	5	1.062599e-15	9.544978e-09	interaction_758656	interaction_2744
2	224955000	4	121055000	5	1.046681e-15	9.44802e-09	interaction_758707	interaction_2745
2	225415000	3	5595000	5	4.91759e-16	5.572674e-09	interaction_758972	interaction_2746
5	37655000	22	25465000	5	6.522261e-17	1.360869e-09	interaction_758994	interaction_2747
3	139165000	22	25545000	5	5.412953e-16	5.941242e-09	interaction_759027	interaction_2748
2	22605000	3	172895000	6	1.866646e-16	2.837146e-09	interaction_759381	interaction_2749
7	80955000	22	26035000	5	1.114685e-15	9.868626e-09	interaction_759423	interaction_2750
2	227305000	20	45465000	5	2.984711e-16	3.934585e-09	interaction_760491	interaction_2751
9	73055000	22	27505000	5	1.046108e-16	1.897113e-09	interaction_760619	interaction_2752
8	8185000	22	27555000	5	3.844362e-16	4.695585e-09	interaction_760645	interaction_2753
9	96195000	22	27735000	6	2.071143e-18	9.38818e-11	interaction_760795	interaction_2754
2	22805000	9	5085000	6	2.155102e-17	5.995668e-10	interaction_760989	interaction_2755
2	228485000	4	182555000	5	4.53334e-17	1.036729e-09	interaction_761358	interaction_2756
2	228865000	9	115925000	5	5.903461e-16	6.312784e-09	interaction_761707	interaction_2757
2	229435000	4	124035000	5	3.813291e-16	4.665319e-09	interaction_762170	interaction_2758
2	229995000	6	83915000	5	2.324612e-16	3.299422e-09	interaction_762552	interaction_2759
2	230915000	4	187985000	6	2.121002e-19	1.42739e-11	interaction_763157	interaction_2760
2	231235000	6	63635000	5	3.066547e-17	7.810221e-10	interaction_763347	interaction_2761
2	232635000	3	196155000	5	2.438896e-16	3.42047e-09	interaction_764100	interaction_2762
9	26045000	22	32815000	5	1.056431e-15	9.508099e-09	interaction_764218	interaction_2763
6	24685000	22	32925000	9	1.105438e-32	8.940295e-24	interaction_764309	interaction_2764
3	97705000	22	33515000	5	8.539911e-16	8.188063e-09	interaction_764697	interaction_2765
7	133515000	22	34335000	5	5.40156e-16	5.931561e-09	interaction_765344	interaction_2766
4	86555000	22	34875000	5	7.36528e-17	1.477514e-09	interaction_765819	interaction_2767
2	234895000	6	56875000	5	5.950582e-17	1.27589e-09	interaction_765839	interaction_2768
2	235075000	7	50615000	5	9.878823e-17	1.816532e-09	interaction_765958	interaction_2769
2	235215000	3	19265000	5	7.900958e-16	7.751158e-09	interaction_766080	interaction_2770
2	235835000	21	34125000	5	5.128132e-16	5.732351e-09	interaction_766491	interaction_2771
8	38785000	22	36285000	5	1.330869e-16	2.239117e-09	interaction_766799	interaction_2772
5	53845000	22	37225000	5	4.448526e-17	1.023506e-09	interaction_767336	interaction_2773
3	62645000	22	37615000	5	2.238632e-16	3.219371e-09	interaction_767612	interaction_2774
6	54045000	22	38255000	5	8.163158e-17	1.588493e-09	interaction_767914	interaction_2775
5	3465000	22	39235000	5	8.139245e-17	1.584811e-09	interaction_768394	interaction_2776
4	75055000	22	39285000	5	5.50584e-16	6.008905e-09	interaction_768413	interaction_2777
2	239475000	7	133515000	5	9.742336e-16	8.969192e-09	interaction_768529	interaction_2778
9	8085000	22	40195000	5	8.414334e-16	8.097977e-09	interaction_768870	interaction_2779
9	18385000	22	40435000	5	9.425944e-17	1.754957e-09	interaction_768993	interaction_2780
2	240465000	22	22485000	6	2.644225e-18	1.151051e-10	interaction_769001	interaction_2781
2	241165000	7	71775000	5	2.174974e-16	3.158926e-09	interaction_769459	interaction_2782
9	131265000	22	42425000	5	8.214979e-16	7.954274e-09	interaction_770036	interaction_2783
3	97025000	22	42555000	5	3.540966e-17	8.647334e-10	interaction_770094	interaction_2784
3	133865000	22	42655000	5	3.623201e-17	8.81405e-10	interaction_770140	interaction_2785
4	71105000	22	43295000	5	1.580409e-16	2.507931e-09	interaction_770353	interaction_2786
9	128705000	22	43825000	5	6.622145e-17	1.372801e-09	interaction_770505	interaction_2787
5	67625000	22	44045000	5	3.662387e-16	4.537686e-09	interaction_770581	interaction_2788
9	72165000	22	44455000	5	5.311891e-16	5.854011e-09	interaction_770711	interaction_2789
2	2455000	9	14825000	5	2.457167e-17	6.600998e-10	interaction_770839	interaction_2790
8	57825000	22	46925000	5	3.354519e-16	4.283663e-09	interaction_771242	interaction_2791
3	72655000	22	47495000	5	6.33117e-18	2.29993e-10	interaction_771378	interaction_2792
5	9705000	22	47715000	5	7.15249e-17	1.44997e-09	interaction_771420	interaction_2793
3	1335000	22	48465000	5	8.465295e-16	8.135133e-09	interaction_771718	interaction_2794
2	26365000	8	71115000	5	1.074247e-16	1.927498e-09	interaction_772683	interaction_2795
2	27675000	9	23805000	5	9.438459e-16	8.775803e-09	interaction_773079	interaction_2796
2	28045000	8	18185000	5	1.250827e-16	2.141975e-09	interaction_773218	interaction_2797
2	28735000	8	115125000	5	3.079599e-16	4.02058e-09	interaction_773479	interaction_2798
2	28915000	3	10225000	5	2.867103e-18	1.230641e-10	interaction_773527	interaction_2799
2	28935000	5	32405000	5	2.487275e-16	3.465153e-09	interaction_773532	interaction_2800
2	29005000	4	67875000	6	2.471401e-20	2.304965e-12	interaction_773554	interaction_2801
2	29225000	3	154425000	5	3.918264e-16	4.768436e-09	interaction_773643	interaction_2802
2	29235000	20	51035000	5	5.346334e-17	1.174743e-09	interaction_773646	interaction_2803
2	29465000	3	103135000	6	6.763528e-19	3.740755e-11	interaction_773739	interaction_2804
2	29465000	6	138985000	5	5.783378e-16	6.226259e-09	interaction_773744	interaction_2805
2	29515000	20	1235000	6	5.299935e-17	1.167888e-09	interaction_773763	interaction_2806
2	3005000	5	151545000	5	2.77827e-16	3.749288e-09	interaction_773975	interaction_2807
2	30195000	7	97545000	5	8.707631e-16	8.297004e-09	interaction_774073	interaction_2808
2	31355000	3	146985000	5	5.703211e-16	6.15865e-09	interaction_774507	interaction_2809
2	32585000	9	123745000	6	2.219516e-18	9.903481e-11	interaction_774989	interaction_2810
2	32685000	8	65055000	5	1.578803e-16	2.506246e-09	interaction_775023	interaction_2811
2	34535000	5	109665000	5	9.920011e-16	9.093326e-09	interaction_775750	interaction_2812
2	35205000	5	50815000	6	3.011631e-18	1.281934e-10	interaction_776036	interaction_2813
2	36435000	4	147805000	5	4.461094e-16	5.207055e-09	interaction_776628	interaction_2814
2	36975000	3	143495000	5	9.975782e-17	1.829827e-09	interaction_776839	interaction_2815
2	3715000	20	2445000	5	7.500158e-16	7.469224e-09	interaction_776894	interaction_2816
2	37235000	20	35815000	6	1.065756e-18	5.477188e-11	interaction_776932	interaction_2817
2	38565000	7	18045000	5	2.184824e-16	3.167244e-09	interaction_777482	interaction_2818
2	39555000	3	118835000	5	4.552779e-17	1.040034e-09	interaction_777821	interaction_2819
2	40165000	7	139815000	5	3.694598e-16	4.563708e-09	interaction_778108	interaction_2820
2	40195000	3	29655000	5	5.224502e-16	5.786755e-09	interaction_778127	interaction_2821
2	41265000	4	3845000	5	6.853193e-17	1.409125e-09	interaction_778622	interaction_2822
2	42365000	5	29795000	6	8.065141e-19	4.338338e-11	interaction_779137	interaction_2823
2	43275000	5	90305000	5	1.039566e-16	1.887476e-09	interaction_779446	interaction_2824
2	43595000	3	41175000	5	5.167718e-17	1.145161e-09	interaction_779556	interaction_2825
2	43845000	3	99305000	5	1.637554e-16	2.575562e-09	interaction_779668	interaction_2826
2	44375000	4	138215000	5	4.224674e-18	1.66884e-10	interaction_779876	interaction_2827
2	44395000	20	18305000	5	3.904405e-18	1.574711e-10	interaction_779880	interaction_2828
2	4455000	6	115525000	5	3.481563e-16	4.381568e-09	interaction_779925	interaction_2829
2	45275000	7	41245000	5	4.447952e-16	5.200266e-09	interaction_780323	interaction_2830
2	45405000	5	136485000	5	8.958124e-16	8.46361e-09	interaction_780356	interaction_2831
2	46395000	4	62265000	5	8.423634e-16	8.103543e-09	interaction_780790	interaction_2832
2	46715000	9	2115000	5	1.005853e-15	9.185595e-09	interaction_780907	interaction_2833
2	47375000	6	76985000	6	1.385337e-19	9.962991e-12	interaction_781164	interaction_2834
2	48175000	9	17595000	5	2.86428e-17	7.438911e-10	interaction_781455	interaction_2835
2	48305000	3	197565000	6	8.474756e-19	4.511298e-11	interaction_781519	interaction_2836
2	4945000	3	82555000	5	9.61956e-16	8.891917e-09	interaction_782014	interaction_2837
2	49675000	8	22005000	5	4.334237e-17	1.004042e-09	interaction_782096	interaction_2838
2	50485000	4	124475000	5	9.792582e-17	1.802832e-09	interaction_782480	interaction_2839
2	51255000	8	25565000	5	8.300525e-16	8.016561e-09	interaction_782862	interaction_2840
